time_tick,gyr_X_value,gyr_Y_value,gyr_Z_value
21.763041,-0.056155,-0.268398,-0.014214
21.792897,-0.125949,-0.259528,-0.094611
21.832704,-0.056164,-0.293516,-0.007662
21.862560,-0.040164,-0.259807,0.007826
21.892415,-0.010406,-0.219299,0.009790
21.932222,-0.018209,-0.258809,-0.009699
21.962078,-0.042164,-0.270502,-0.005715
21.991933,-0.014877,-0.261760,-0.021439
22.031741,0.009650,-0.211938,0.037268
22.061596,0.026104,-0.221522,0.063921
22.091452,-0.007964,-0.199837,0.010074
22.131259,-0.072237,-0.120771,-0.035482
22.161114,-0.011103,-0.119122,-0.029557
22.190970,0.002566,-0.148435,-0.021911
22.230777,-0.030017,-0.129112,-0.056924
22.260633,-0.011090,-0.119038,-0.009384
22.300440,-0.044425,-0.072483,0.049867
22.330296,0.007234,0.004235,0.005724
22.360152,-0.057889,0.002898,0.056341
22.399959,-0.157656,0.016520,0.050164
22.429815,-0.069313,0.018158,0.006935
22.459670,-0.021587,0.021908,-0.041035
22.499478,0.033900,0.067262,0.031192
22.529333,0.021104,0.076684,0.016696
22.559189,0.046330,0.065263,-0.014903
22.598996,0.076938,0.101213,0.011690
22.628851,0.031113,0.109391,0.042843
22.658707,0.064630,0.121571,-0.009120
22.698514,0.075865,0.215649,-0.041326
22.728370,0.025183,0.206881,0.028754
22.758225,0.049548,0.181727,0.015858
22.798032,0.063384,0.176194,-0.070144
22.827888,0.035021,0.225089,-0.034596
22.857743,0.082050,0.262496,0.010387
22.897551,0.088083,0.286710,0.061330
22.927406,0.042155,0.301146,0.096793
22.957262,0.062477,0.348379,0.088759
22.997069,0.107746,0.290894,0.086038
23.026925,0.084105,0.273394,0.084442
23.066732,0.057588,0.406042,0.027857
23.096587,0.027883,0.371620,0.006965
23.126443,0.015726,0.365779,0.037551
23.166250,-0.029122,0.413138,0.009880
23.196106,-0.008874,0.373406,0.044726
23.225961,-0.037686,0.427710,0.029703
23.265769,0.009032,0.483982,0.016991
23.295624,0.054755,0.484400,0.035092
23.325481,0.043874,0.492068,0.004353
23.365288,0.024746,0.445784,0.007474
23.395144,0.019265,0.482649,-0.058358
23.424999,0.034401,0.505763,-0.057469
23.464806,0.017793,0.489450,0.009431
23.494662,0.074395,0.524185,0.003283
23.524517,0.091425,0.533051,0.025674
23.564325,0.035589,0.536047,0.032492
23.594180,0.012736,0.777545,-0.010816
23.624036,0.049002,0.798876,0.002014
23.663843,0.045589,0.136493,-0.292876
23.693699,-0.234324,0.661787,-0.170065
23.733506,0.547462,0.163723,0.698911
23.763362,0.149760,0.254995,0.437051
23.793217,-0.305675,0.848579,-0.163544
23.833025,0.011135,0.949303,-0.213915
23.862880,0.250103,0.731939,0.077905
23.892736,0.207236,0.539133,0.342645
23.932543,0.134569,0.564246,-0.061508
23.962398,-0.100369,0.675801,-0.328668
23.992254,-0.098151,0.585001,-0.190775
24.032061,-0.016815,0.667237,0.147319
24.061917,0.240053,0.855516,0.202655
24.091772,0.274845,0.662023,0.041874
24.131580,-0.343111,0.708762,-0.191410
24.161435,-0.186193,0.720383,-0.023890
24.191291,0.095896,0.696707,0.145410
24.231098,-0.021019,0.615071,0.198071
24.260954,-0.052736,0.641068,0.085496
24.300761,-0.040348,0.695993,0.050341
24.330616,-0.239859,0.682016,0.045794
24.360471,-0.142284,0.723173,0.067856
24.400279,0.117566,0.705022,0.081904
24.430134,-0.091863,0.696681,0.003482
24.459990,-0.092205,0.681610,-0.051766
24.499797,-0.001654,0.692013,-0.061542
24.529653,0.037061,0.706285,0.020509
24.559508,0.098103,0.605770,-0.024113
24.599316,0.062120,0.692890,-0.053769
24.629171,0.040310,0.695814,0.014703
24.659027,0.101425,0.689246,0.069402
24.698834,0.096227,0.681274,0.085077
24.728690,-0.067094,0.679911,0.039759
24.758545,-0.028711,0.581781,0.002640
24.798353,0.017534,0.648746,0.024579
24.828208,0.145575,0.621942,-0.036579
24.858064,0.197800,0.556023,-0.027762
24.897871,0.259232,0.468393,0.068343
24.927727,0.203978,0.541855,0.071455
24.967534,0.141296,0.681952,0.021524
24.997390,0.101939,0.654518,-0.008519
25.027245,-0.046734,0.582573,-0.000107
25.067053,-0.062746,0.576925,0.024053
25.096908,0.035474,0.541948,0.027901
25.126764,0.067673,0.435444,0.069482
25.166571,0.128552,0.407531,0.195532
25.196427,-0.044987,0.458609,0.162754
25.226282,-0.133012,0.513830,0.044724
25.266090,-0.060221,0.480237,0.075472
25.295945,-0.102782,0.500857,0.050833
